r  theta   phi  
3.94 3.07876 -0.502655 
3.94 3.07876 0.502655 
3.66 3.07876 0.534071 
3.5 3.07876 0.565487 
3.42 3.07876 0.596903 
3.34 3.07876 0.628319 
3.3 3.07876 0.659734 
3.26 3.07876 0.69115 
3.22 3.07876 0.722566 
3.22 3.07876 0.753982 
3.22 3.07876 0.785398 
3.22 3.07876 0.816814 
3.22 3.07876 0.84823 
3.26 3.07876 0.879646 
3.3 3.07876 0.911062 
3.34 3.07876 0.942478 
3.42 3.07876 0.973894 
3.54 3.07876 1.00531 
3.66 3.07876 1.03673 
3.7 3.14159 -1.03673 
3.54 3.14159 -1.00531 
3.42 3.14159 -0.973894 
3.34 3.14159 -0.942478 
3.3 3.14159 -0.911062 
3.26 3.14159 -0.879646 
3.26 3.14159 -0.84823 
3.22 3.14159 -0.816814 
3.22 3.14159 -0.785398 
3.22 3.14159 -0.753982 
3.26 3.14159 -0.722566 
3.26 3.14159 -0.69115 
3.3 3.14159 -0.659734 
3.34 3.14159 -0.628319 
3.42 3.14159 -0.596903 
3.54 3.14159 -0.565487 
3.7 3.14159 -0.534071 
3.7 3.14159 0.534071 
3.54 3.14159 0.565487 
3.42 3.14159 0.596903 
3.34 3.14159 0.628319 
3.3 3.14159 0.659734 
3.26 3.14159 0.69115 
3.26 3.14159 0.722566 
3.22 3.14159 0.753982 
3.22 3.14159 0.785398 
3.22 3.14159 0.816814 
3.26 3.14159 0.84823 
3.26 3.14159 0.879646 
3.3 3.14159 0.911062 
3.34 3.14159 0.942478 
3.42 3.14159 0.973894 
3.54 3.14159 1.00531 
3.7 3.14159 1.03673 
3.66 3.20442 -1.03673 
3.54 3.20442 -1.00531 
3.42 3.20442 -0.973894 
3.34 3.20442 -0.942478 
3.3 3.20442 -0.911062 
3.26 3.20442 -0.879646 
3.22 3.20442 -0.84823 
3.22 3.20442 -0.816814 
3.22 3.20442 -0.785398 
3.22 3.20442 -0.753982 
3.22 3.20442 -0.722566 
3.26 3.20442 -0.69115 
3.3 3.20442 -0.659734 
3.34 3.20442 -0.628319 
3.42 3.20442 -0.596903 
3.5 3.20442 -0.565487 
3.66 3.20442 -0.534071 
3.94 3.20442 -0.502655 
3.94 3.20442 0.502655 
3.66 3.20442 0.534071 
3.5 3.20442 0.565487 
3.42 3.20442 0.596903 
3.34 3.20442 0.628319 
3.3 3.20442 0.659734 
3.26 3.20442 0.69115 
3.22 3.20442 0.722566 
3.22 3.20442 0.753982 
3.22 3.20442 0.785398 
3.22 3.20442 0.816814 
3.22 3.20442 0.84823 
3.26 3.20442 0.879646 
3.3 3.20442 0.911062 
3.34 3.20442 0.942478 
3.42 3.20442 0.973894 
3.54 3.20442 1.00531 
3.66 3.20442 1.03673 
4.02 3.26726 -1.06814 
3.66 3.26726 -1.03673 
3.5 3.26726 -1.00531 
3.42 3.26726 -0.973894 
3.34 3.26726 -0.942478 
3.3 3.26726 -0.911062 
3.26 3.26726 -0.879646 
3.22 3.26726 -0.84823 
3.22 3.26726 -0.816814 
3.18 3.26726 -0.785398 
3.18 3.26726 -0.753982 
3.22 3.26726 -0.722566 
3.22 3.26726 -0.69115 
3.26 3.26726 -0.659734 
3.3 3.26726 -0.628319 
3.38 3.26726 -0.596903 
3.42 3.26726 -0.565487 
3.54 3.26726 -0.534071 
3.74 3.26726 -0.502655 
3.74 3.26726 0.502655 
3.54 3.26726 0.534071 
3.42 3.26726 0.565487 
3.38 3.26726 0.596903 
3.3 3.26726 0.628319 
3.26 3.26726 0.659734 
3.22 3.26726 0.69115 
3.22 3.26726 0.722566 
3.18 3.26726 0.753982 
3.18 3.26726 0.785398 
3.22 3.26726 0.816814 
3.22 3.26726 0.84823 
3.26 3.26726 0.879646 
3.3 3.26726 0.911062 
3.34 3.26726 0.942478 
3.42 3.26726 0.973894 
3.5 3.26726 1.00531 
3.66 3.26726 1.03673 
4.02 3.26726 1.06814 
3.94 3.33009 -1.06814 
3.62 3.33009 -1.03673 
3.5 3.33009 -1.00531 
3.38 3.33009 -0.973894 
3.3 3.33009 -0.942478 
3.26 3.33009 -0.911062 
3.22 3.33009 -0.879646 
3.18 3.33009 -0.84823 
3.18 3.33009 -0.816814 
3.18 3.33009 -0.785398 
3.18 3.33009 -0.753982 
3.18 3.33009 -0.722566 
3.18 3.33009 -0.69115 
3.22 3.33009 -0.659734 
3.26 3.33009 -0.628319 
3.3 3.33009 -0.596903 
3.34 3.33009 -0.565487 
3.42 3.33009 -0.534071 
3.54 3.33009 -0.502655 
3.74 3.33009 -0.471239 
3.74 3.33009 0.471239 
3.54 3.33009 0.502655 
3.42 3.33009 0.534071 
3.34 3.33009 0.565487 
3.3 3.33009 0.596903 
3.26 3.33009 0.628319 
3.22 3.33009 0.659734 
3.18 3.33009 0.69115 
3.18 3.33009 0.722566 
3.18 3.33009 0.753982 
3.18 3.33009 0.785398 
3.18 3.33009 0.816814 
3.18 3.33009 0.84823 
3.22 3.33009 0.879646 
3.26 3.33009 0.911062 
3.3 3.33009 0.942478 
3.38 3.33009 0.973894 
3.5 3.33009 1.00531 
3.62 3.33009 1.03673 
3.94 3.33009 1.06814 
3.86 3.39292 -1.06814 
3.58 3.39292 -1.03673 
3.46 3.39292 -1.00531 
3.38 3.39292 -0.973894 
3.3 3.39292 -0.942478 
3.22 3.39292 -0.911062 
3.22 3.39292 -0.879646 
3.18 3.39292 -0.84823 
3.14 3.39292 -0.816814 
3.14 3.39292 -0.785398 
3.14 3.39292 -0.753982 
3.14 3.39292 -0.722566 
3.14 3.39292 -0.69115 
3.18 3.39292 -0.659734 
3.18 3.39292 -0.628319 
3.22 3.39292 -0.596903 
3.26 3.39292 -0.565487 
3.34 3.39292 -0.534071 
3.42 3.39292 -0.502655 
3.5 3.39292 -0.471239 
3.66 3.39292 -0.439823 
3.9 3.39292 -0.408407 
3.9 3.39292 0.408407 
3.66 3.39292 0.439823 
3.5 3.39292 0.471239 
3.42 3.39292 0.502655 
3.34 3.39292 0.534071 
3.26 3.39292 0.565487 
3.22 3.39292 0.596903 
3.18 3.39292 0.628319 
3.18 3.39292 0.659734 
3.14 3.39292 0.69115 
3.14 3.39292 0.722566 
3.14 3.39292 0.753982 
3.14 3.39292 0.785398 
3.14 3.39292 0.816814 
3.18 3.39292 0.84823 
3.22 3.39292 0.879646 
3.22 3.39292 0.911062 
3.3 3.39292 0.942478 
3.38 3.39292 0.973894 
3.46 3.39292 1.00531 
3.58 3.39292 1.03673 
3.86 3.39292 1.06814 
3.78 3.45575 -1.06814 
3.54 3.45575 -1.03673 
3.42 3.45575 -1.00531 
3.34 3.45575 -0.973894 
3.26 3.45575 -0.942478 
3.22 3.45575 -0.911062 
3.18 3.45575 -0.879646 
3.14 3.45575 -0.84823 
3.1 3.45575 -0.816814 
3.1 3.45575 -0.785398 
3.1 3.45575 -0.753982 
3.1 3.45575 -0.722566 
3.1 3.45575 -0.69115 
3.1 3.45575 -0.659734 
3.14 3.45575 -0.628319 
3.14 3.45575 -0.596903 
3.18 3.45575 -0.565487 
3.22 3.45575 -0.534071 
3.3 3.45575 -0.502655 
3.34 3.45575 -0.471239 
3.42 3.45575 -0.439823 
3.54 3.45575 -0.408407 
3.7 3.45575 -0.376991 
4.02 3.45575 -0.345575 
4.02 3.45575 0.345575 
3.7 3.45575 0.376991 
3.54 3.45575 0.408407 
3.42 3.45575 0.439823 
3.34 3.45575 0.471239 
3.3 3.45575 0.502655 
3.22 3.45575 0.534071 
3.18 3.45575 0.565487 
3.14 3.45575 0.596903 
3.14 3.45575 0.628319 
3.1 3.45575 0.659734 
3.1 3.45575 0.69115 
3.1 3.45575 0.722566 
3.1 3.45575 0.753982 
3.1 3.45575 0.785398 
3.1 3.45575 0.816814 
3.14 3.45575 0.84823 
3.18 3.45575 0.879646 
3.22 3.45575 0.911062 
3.26 3.45575 0.942478 
3.34 3.45575 0.973894 
3.42 3.45575 1.00531 
3.54 3.45575 1.03673 
3.78 3.45575 1.06814 
3.74 3.51858 -1.06814 
3.54 3.51858 -1.03673 
3.38 3.51858 -1.00531 
3.3 3.51858 -0.973894 
3.22 3.51858 -0.942478 
3.18 3.51858 -0.911062 
3.14 3.51858 -0.879646 
3.1 3.51858 -0.84823 
3.1 3.51858 -0.816814 
3.06 3.51858 -0.785398 
3.06 3.51858 -0.753982 
3.06 3.51858 -0.722566 
3.06 3.51858 -0.69115 
3.06 3.51858 -0.659734 
3.06 3.51858 -0.628319 
3.1 3.51858 -0.596903 
3.1 3.51858 -0.565487 
3.14 3.51858 -0.534071 
3.18 3.51858 -0.502655 
3.22 3.51858 -0.471239 
3.3 3.51858 -0.439823 
3.34 3.51858 -0.408407 
3.42 3.51858 -0.376991 
3.54 3.51858 -0.345575 
3.7 3.51858 -0.314159 
3.94 3.51858 -0.282743 
3.94 3.51858 0.282743 
3.7 3.51858 0.314159 
3.54 3.51858 0.345575 
3.42 3.51858 0.376991 
3.34 3.51858 0.408407 
3.3 3.51858 0.439823 
3.22 3.51858 0.471239 
3.18 3.51858 0.502655 
3.14 3.51858 0.534071 
3.1 3.51858 0.565487 
3.1 3.51858 0.596903 
3.06 3.51858 0.628319 
3.06 3.51858 0.659734 
3.06 3.51858 0.69115 
3.06 3.51858 0.722566 
3.06 3.51858 0.753982 
3.06 3.51858 0.785398 
3.1 3.51858 0.816814 
3.1 3.51858 0.84823 
3.14 3.51858 0.879646 
3.18 3.51858 0.911062 
3.22 3.51858 0.942478 
3.3 3.51858 0.973894 
3.38 3.51858 1.00531 
3.54 3.51858 1.03673 
3.74 3.51858 1.06814 
3.66 3.58142 -1.06814 
3.5 3.58142 -1.03673 
3.38 3.58142 -1.00531 
3.3 3.58142 -0.973894 
3.22 3.58142 -0.942478 
3.14 3.58142 -0.911062 
3.1 3.58142 -0.879646 
3.1 3.58142 -0.84823 
3.06 3.58142 -0.816814 
3.02 3.58142 -0.785398 
3.02 3.58142 -0.753982 
3.02 3.58142 -0.722566 
3.02 3.58142 -0.69115 
3.02 3.58142 -0.659734 
3.02 3.58142 -0.628319 
3.02 3.58142 -0.596903 
3.06 3.58142 -0.565487 
3.06 3.58142 -0.534071 
3.1 3.58142 -0.502655 
3.14 3.58142 -0.471239 
3.18 3.58142 -0.439823 
3.22 3.58142 -0.408407 
3.26 3.58142 -0.376991 
3.34 3.58142 -0.345575 
3.42 3.58142 -0.314159 
3.5 3.58142 -0.282743 
3.62 3.58142 -0.251327 
3.78 3.58142 -0.219911 
3.78 3.58142 0.219911 
3.62 3.58142 0.251327 
3.5 3.58142 0.282743 
3.42 3.58142 0.314159 
3.34 3.58142 0.345575 
3.26 3.58142 0.376991 
3.22 3.58142 0.408407 
3.18 3.58142 0.439823 
3.14 3.58142 0.471239 
3.1 3.58142 0.502655 
3.06 3.58142 0.534071 
3.06 3.58142 0.565487 
3.02 3.58142 0.596903 
3.02 3.58142 0.628319 
3.02 3.58142 0.659734 
3.02 3.58142 0.69115 
3.02 3.58142 0.722566 
3.02 3.58142 0.753982 
3.02 3.58142 0.785398 
3.06 3.58142 0.816814 
3.1 3.58142 0.84823 
3.1 3.58142 0.879646 
3.14 3.58142 0.911062 
3.22 3.58142 0.942478 
3.3 3.58142 0.973894 
3.38 3.58142 1.00531 
3.5 3.58142 1.03673 
3.66 3.58142 1.06814 
3.62 3.64425 -1.06814 
3.46 3.64425 -1.03673 
3.34 3.64425 -1.00531 
3.26 3.64425 -0.973894 
3.18 3.64425 -0.942478 
3.14 3.64425 -0.911062 
3.1 3.64425 -0.879646 
3.06 3.64425 -0.84823 
3.02 3.64425 -0.816814 
3.02 3.64425 -0.785398 
2.98 3.64425 -0.753982 
2.98 3.64425 -0.722566 
2.98 3.64425 -0.69115 
2.98 3.64425 -0.659734 
2.98 3.64425 -0.628319 
2.98 3.64425 -0.596903 
3.02 3.64425 -0.565487 
3.02 3.64425 -0.534071 
3.02 3.64425 -0.502655 
3.06 3.64425 -0.471239 
3.1 3.64425 -0.439823 
3.14 3.64425 -0.408407 
3.18 3.64425 -0.376991 
3.22 3.64425 -0.345575 
3.26 3.64425 -0.314159 
3.3 3.64425 -0.282743 
3.38 3.64425 -0.251327 
3.46 3.64425 -0.219911 
3.54 3.64425 -0.188496 
3.62 3.64425 -0.15708 
3.7 3.64425 -0.125664 
3.82 3.64425 -0.0942478 
3.94 3.64425 -0.0628319 
3.94 3.64425 0.0628319 
3.82 3.64425 0.0942478 
3.7 3.64425 0.125664 
3.62 3.64425 0.15708 
3.54 3.64425 0.188496 
3.46 3.64425 0.219911 
3.38 3.64425 0.251327 
3.3 3.64425 0.282743 
3.26 3.64425 0.314159 
3.22 3.64425 0.345575 
3.18 3.64425 0.376991 
3.14 3.64425 0.408407 
3.1 3.64425 0.439823 
3.06 3.64425 0.471239 
3.02 3.64425 0.502655 
3.02 3.64425 0.534071 
3.02 3.64425 0.565487 
2.98 3.64425 0.596903 
2.98 3.64425 0.628319 
2.98 3.64425 0.659734 
2.98 3.64425 0.69115 
2.98 3.64425 0.722566 
2.98 3.64425 0.753982 
3.02 3.64425 0.785398 
3.02 3.64425 0.816814 
3.06 3.64425 0.84823 
3.1 3.64425 0.879646 
3.14 3.64425 0.911062 
3.18 3.64425 0.942478 
3.26 3.64425 0.973894 
3.34 3.64425 1.00531 
3.46 3.64425 1.03673 
3.62 3.64425 1.06814 
3.94 3.70708 -1.09956 
3.62 3.70708 -1.06814 
3.42 3.70708 -1.03673 
3.34 3.70708 -1.00531 
3.22 3.70708 -0.973894 
3.18 3.70708 -0.942478 
3.1 3.70708 -0.911062 
3.06 3.70708 -0.879646 
3.02 3.70708 -0.84823 
3.02 3.70708 -0.816814 
2.98 3.70708 -0.785398 
2.98 3.70708 -0.753982 
2.94 3.70708 -0.722566 
2.94 3.70708 -0.69115 
2.94 3.70708 -0.659734 
2.94 3.70708 -0.628319 
2.94 3.70708 -0.596903 
2.98 3.70708 -0.565487 
2.98 3.70708 -0.534071 
2.98 3.70708 -0.502655 
3.02 3.70708 -0.471239 
3.02 3.70708 -0.439823 
3.06 3.70708 -0.408407 
3.1 3.70708 -0.376991 
3.14 3.70708 -0.345575 
3.14 3.70708 -0.314159 
3.18 3.70708 -0.282743 
3.26 3.70708 -0.251327 
3.3 3.70708 -0.219911 
3.34 3.70708 -0.188496 
3.38 3.70708 -0.15708 
3.42 3.70708 -0.125664 
3.46 3.70708 -0.0942478 
3.5 3.70708 -0.0628319 
3.5 3.70708 -0.0314159 
3.54 3.70708 0 
3.5 3.70708 0.0314159 
3.5 3.70708 0.0628319 
3.46 3.70708 0.0942478 
3.42 3.70708 0.125664 
3.38 3.70708 0.15708 
3.34 3.70708 0.188496 
3.3 3.70708 0.219911 
3.26 3.70708 0.251327 
3.18 3.70708 0.282743 
3.14 3.70708 0.314159 
3.14 3.70708 0.345575 
3.1 3.70708 0.376991 
3.06 3.70708 0.408407 
3.02 3.70708 0.439823 
3.02 3.70708 0.471239 
2.98 3.70708 0.502655 
2.98 3.70708 0.534071 
2.98 3.70708 0.565487 
2.94 3.70708 0.596903 
2.94 3.70708 0.628319 
2.94 3.70708 0.659734 
2.94 3.70708 0.69115 
2.94 3.70708 0.722566 
2.98 3.70708 0.753982 
2.98 3.70708 0.785398 
3.02 3.70708 0.816814 
3.02 3.70708 0.84823 
3.06 3.70708 0.879646 
3.1 3.70708 0.911062 
3.18 3.70708 0.942478 
3.22 3.70708 0.973894 
3.34 3.70708 1.00531 
3.42 3.70708 1.03673 
3.62 3.70708 1.06814 
3.94 3.70708 1.09956 
3.9 3.76991 -1.09956 
3.58 3.76991 -1.06814 
3.42 3.76991 -1.03673 
3.3 3.76991 -1.00531 
3.22 3.76991 -0.973894 
3.14 3.76991 -0.942478 
3.1 3.76991 -0.911062 
3.06 3.76991 -0.879646 
3.02 3.76991 -0.84823 
2.98 3.76991 -0.816814 
2.98 3.76991 -0.785398 
2.94 3.76991 -0.753982 
2.94 3.76991 -0.722566 
2.94 3.76991 -0.69115 
2.94 3.76991 -0.659734 
2.94 3.76991 -0.628319 
2.94 3.76991 -0.596903 
2.94 3.76991 -0.565487 
2.94 3.76991 -0.534071 
2.94 3.76991 -0.502655 
2.98 3.76991 -0.471239 
2.98 3.76991 -0.439823 
3.02 3.76991 -0.408407 
3.02 3.76991 -0.376991 
3.06 3.76991 -0.345575 
3.1 3.76991 -0.314159 
3.14 3.76991 -0.282743 
3.14 3.76991 -0.251327 
3.18 3.76991 -0.219911 
3.22 3.76991 -0.188496 
3.26 3.76991 -0.15708 
3.3 3.76991 -0.125664 
3.3 3.76991 -0.0942478 
3.34 3.76991 -0.0628319 
3.34 3.76991 -0.0314159 
3.34 3.76991 0 
3.34 3.76991 0.0314159 
3.34 3.76991 0.0628319 
3.3 3.76991 0.0942478 
3.3 3.76991 0.125664 
3.26 3.76991 0.15708 
3.22 3.76991 0.188496 
3.18 3.76991 0.219911 
3.14 3.76991 0.251327 
3.14 3.76991 0.282743 
3.1 3.76991 0.314159 
3.06 3.76991 0.345575 
3.02 3.76991 0.376991 
3.02 3.76991 0.408407 
2.98 3.76991 0.439823 
2.98 3.76991 0.471239 
2.94 3.76991 0.502655 
2.94 3.76991 0.534071 
2.94 3.76991 0.565487 
2.94 3.76991 0.596903 
2.94 3.76991 0.628319 
2.94 3.76991 0.659734 
2.94 3.76991 0.69115 
2.94 3.76991 0.722566 
2.94 3.76991 0.753982 
2.98 3.76991 0.785398 
2.98 3.76991 0.816814 
3.02 3.76991 0.84823 
3.06 3.76991 0.879646 
3.1 3.76991 0.911062 
3.14 3.76991 0.942478 
3.22 3.76991 0.973894 
3.3 3.76991 1.00531 
3.42 3.76991 1.03673 
3.58 3.76991 1.06814 
3.9 3.76991 1.09956 
3.86 3.83274 -1.09956 
3.58 3.83274 -1.06814 
3.42 3.83274 -1.03673 
3.3 3.83274 -1.00531 
3.22 3.83274 -0.973894 
3.14 3.83274 -0.942478 
3.1 3.83274 -0.911062 
3.06 3.83274 -0.879646 
3.02 3.83274 -0.84823 
2.98 3.83274 -0.816814 
2.94 3.83274 -0.785398 
2.94 3.83274 -0.753982 
2.94 3.83274 -0.722566 
2.9 3.83274 -0.69115 
2.9 3.83274 -0.659734 
2.9 3.83274 -0.628319 
2.9 3.83274 -0.596903 
2.9 3.83274 -0.565487 
2.9 3.83274 -0.534071 
2.94 3.83274 -0.502655 
2.94 3.83274 -0.471239 
2.94 3.83274 -0.439823 
2.98 3.83274 -0.408407 
2.98 3.83274 -0.376991 
3.02 3.83274 -0.345575 
3.06 3.83274 -0.314159 
3.06 3.83274 -0.282743 
3.1 3.83274 -0.251327 
3.14 3.83274 -0.219911 
3.18 3.83274 -0.188496 
3.18 3.83274 -0.15708 
3.22 3.83274 -0.125664 
3.22 3.83274 -0.0942478 
3.26 3.83274 -0.0628319 
3.26 3.83274 -0.0314159 
3.26 3.83274 0 
3.26 3.83274 0.0314159 
3.26 3.83274 0.0628319 
3.22 3.83274 0.0942478 
3.22 3.83274 0.125664 
3.18 3.83274 0.15708 
3.18 3.83274 0.188496 
3.14 3.83274 0.219911 
3.1 3.83274 0.251327 
3.06 3.83274 0.282743 
3.06 3.83274 0.314159 
3.02 3.83274 0.345575 
2.98 3.83274 0.376991 
2.98 3.83274 0.408407 
2.94 3.83274 0.439823 
2.94 3.83274 0.471239 
2.94 3.83274 0.502655 
2.9 3.83274 0.534071 
2.9 3.83274 0.565487 
2.9 3.83274 0.596903 
2.9 3.83274 0.628319 
2.9 3.83274 0.659734 
2.9 3.83274 0.69115 
2.94 3.83274 0.722566 
2.94 3.83274 0.753982 
2.94 3.83274 0.785398 
2.98 3.83274 0.816814 
3.02 3.83274 0.84823 
3.06 3.83274 0.879646 
3.1 3.83274 0.911062 
3.14 3.83274 0.942478 
3.22 3.83274 0.973894 
3.3 3.83274 1.00531 
3.42 3.83274 1.03673 
3.58 3.83274 1.06814 
3.86 3.83274 1.09956 
3.86 3.89557 -1.09956 
3.58 3.89557 -1.06814 
3.42 3.89557 -1.03673 
3.3 3.89557 -1.00531 
3.22 3.89557 -0.973894 
3.14 3.89557 -0.942478 
3.1 3.89557 -0.911062 
3.06 3.89557 -0.879646 
3.02 3.89557 -0.84823 
2.98 3.89557 -0.816814 
2.94 3.89557 -0.785398 
2.94 3.89557 -0.753982 
2.9 3.89557 -0.722566 
2.9 3.89557 -0.69115 
2.9 3.89557 -0.659734 
2.9 3.89557 -0.628319 
2.9 3.89557 -0.596903 
2.9 3.89557 -0.565487 
2.9 3.89557 -0.534071 
2.9 3.89557 -0.502655 
2.94 3.89557 -0.471239 
2.94 3.89557 -0.439823 
2.98 3.89557 -0.408407 
2.98 3.89557 -0.376991 
3.02 3.89557 -0.345575 
3.02 3.89557 -0.314159 
3.06 3.89557 -0.282743 
3.06 3.89557 -0.251327 
3.1 3.89557 -0.219911 
3.14 3.89557 -0.188496 
3.14 3.89557 -0.15708 
3.18 3.89557 -0.125664 
3.18 3.89557 -0.0942478 
3.22 3.89557 -0.0628319 
3.22 3.89557 -0.0314159 
3.22 3.89557 0 
3.22 3.89557 0.0314159 
3.22 3.89557 0.0628319 
3.18 3.89557 0.0942478 
3.18 3.89557 0.125664 
3.14 3.89557 0.15708 
3.14 3.89557 0.188496 
3.1 3.89557 0.219911 
3.06 3.89557 0.251327 
3.06 3.89557 0.282743 
3.02 3.89557 0.314159 
3.02 3.89557 0.345575 
2.98 3.89557 0.376991 
2.98 3.89557 0.408407 
2.94 3.89557 0.439823 
2.94 3.89557 0.471239 
2.9 3.89557 0.502655 
2.9 3.89557 0.534071 
2.9 3.89557 0.565487 
2.9 3.89557 0.596903 
2.9 3.89557 0.628319 
2.9 3.89557 0.659734 
2.9 3.89557 0.69115 
2.9 3.89557 0.722566 
2.94 3.89557 0.753982 
2.94 3.89557 0.785398 
2.98 3.89557 0.816814 
3.02 3.89557 0.84823 
3.06 3.89557 0.879646 
3.1 3.89557 0.911062 
3.14 3.89557 0.942478 
3.22 3.89557 0.973894 
3.3 3.89557 1.00531 
3.42 3.89557 1.03673 
3.58 3.89557 1.06814 
3.86 3.89557 1.09956 
3.86 3.95841 -1.09956 
3.58 3.95841 -1.06814 
3.42 3.95841 -1.03673 
3.3 3.95841 -1.00531 
3.22 3.95841 -0.973894 
3.14 3.95841 -0.942478 
3.1 3.95841 -0.911062 
3.06 3.95841 -0.879646 
3.02 3.95841 -0.84823 
2.98 3.95841 -0.816814 
2.94 3.95841 -0.785398 
2.94 3.95841 -0.753982 
2.9 3.95841 -0.722566 
2.9 3.95841 -0.69115 
2.9 3.95841 -0.659734 
2.9 3.95841 -0.628319 
2.9 3.95841 -0.596903 
2.9 3.95841 -0.565487 
2.9 3.95841 -0.534071 
2.9 3.95841 -0.502655 
2.94 3.95841 -0.471239 
2.94 3.95841 -0.439823 
2.98 3.95841 -0.408407 
2.98 3.95841 -0.376991 
3.02 3.95841 -0.345575 
3.02 3.95841 -0.314159 
3.06 3.95841 -0.282743 
3.06 3.95841 -0.251327 
3.1 3.95841 -0.219911 
3.14 3.95841 -0.188496 
3.14 3.95841 -0.15708 
3.18 3.95841 -0.125664 
3.18 3.95841 -0.0942478 
3.22 3.95841 -0.0628319 
3.22 3.95841 -0.0314159 
3.22 3.95841 0 
3.22 3.95841 0.0314159 
3.22 3.95841 0.0628319 
3.18 3.95841 0.0942478 
3.18 3.95841 0.125664 
3.14 3.95841 0.15708 
3.14 3.95841 0.188496 
3.1 3.95841 0.219911 
3.06 3.95841 0.251327 
3.06 3.95841 0.282743 
3.02 3.95841 0.314159 
3.02 3.95841 0.345575 
2.98 3.95841 0.376991 
2.98 3.95841 0.408407 
2.94 3.95841 0.439823 
2.94 3.95841 0.471239 
2.9 3.95841 0.502655 
2.9 3.95841 0.534071 
2.9 3.95841 0.565487 
2.9 3.95841 0.596903 
2.9 3.95841 0.628319 
2.9 3.95841 0.659734 
2.9 3.95841 0.69115 
2.9 3.95841 0.722566 
2.94 3.95841 0.753982 
2.94 3.95841 0.785398 
2.98 3.95841 0.816814 
3.02 3.95841 0.84823 
3.06 3.95841 0.879646 
3.1 3.95841 0.911062 
3.14 3.95841 0.942478 
3.22 3.95841 0.973894 
3.3 3.95841 1.00531 
3.42 3.95841 1.03673 
3.58 3.95841 1.06814 
3.86 3.95841 1.09956 
3.86 4.02124 -1.09956 
3.58 4.02124 -1.06814 
3.42 4.02124 -1.03673 
3.3 4.02124 -1.00531 
3.22 4.02124 -0.973894 
3.14 4.02124 -0.942478 
3.1 4.02124 -0.911062 
3.06 4.02124 -0.879646 
3.02 4.02124 -0.84823 
2.98 4.02124 -0.816814 
2.94 4.02124 -0.785398 
2.94 4.02124 -0.753982 
2.94 4.02124 -0.722566 
2.9 4.02124 -0.69115 
2.9 4.02124 -0.659734 
2.9 4.02124 -0.628319 
2.9 4.02124 -0.596903 
2.9 4.02124 -0.565487 
2.9 4.02124 -0.534071 
2.94 4.02124 -0.502655 
2.94 4.02124 -0.471239 
2.94 4.02124 -0.439823 
2.98 4.02124 -0.408407 
2.98 4.02124 -0.376991 
3.02 4.02124 -0.345575 
3.06 4.02124 -0.314159 
3.06 4.02124 -0.282743 
3.1 4.02124 -0.251327 
3.14 4.02124 -0.219911 
3.18 4.02124 -0.188496 
3.18 4.02124 -0.15708 
3.22 4.02124 -0.125664 
3.22 4.02124 -0.0942478 
3.26 4.02124 -0.0628319 
3.26 4.02124 -0.0314159 
3.26 4.02124 0 
3.26 4.02124 0.0314159 
3.26 4.02124 0.0628319 
3.22 4.02124 0.0942478 
3.22 4.02124 0.125664 
3.18 4.02124 0.15708 
3.18 4.02124 0.188496 
3.14 4.02124 0.219911 
3.1 4.02124 0.251327 
3.06 4.02124 0.282743 
3.06 4.02124 0.314159 
3.02 4.02124 0.345575 
2.98 4.02124 0.376991 
2.98 4.02124 0.408407 
2.94 4.02124 0.439823 
2.94 4.02124 0.471239 
2.94 4.02124 0.502655 
2.9 4.02124 0.534071 
2.9 4.02124 0.565487 
2.9 4.02124 0.596903 
2.9 4.02124 0.628319 
2.9 4.02124 0.659734 
2.9 4.02124 0.69115 
2.94 4.02124 0.722566 
2.94 4.02124 0.753982 
2.94 4.02124 0.785398 
2.98 4.02124 0.816814 
3.02 4.02124 0.84823 
3.06 4.02124 0.879646 
3.1 4.02124 0.911062 
3.14 4.02124 0.942478 
3.22 4.02124 0.973894 
3.3 4.02124 1.00531 
3.42 4.02124 1.03673 
3.58 4.02124 1.06814 
3.86 4.02124 1.09956 
3.9 4.08407 -1.09956 
3.58 4.08407 -1.06814 
3.42 4.08407 -1.03673 
3.3 4.08407 -1.00531 
3.22 4.08407 -0.973894 
3.14 4.08407 -0.942478 
3.1 4.08407 -0.911062 
3.06 4.08407 -0.879646 
3.02 4.08407 -0.84823 
2.98 4.08407 -0.816814 
2.98 4.08407 -0.785398 
2.94 4.08407 -0.753982 
2.94 4.08407 -0.722566 
2.94 4.08407 -0.69115 
2.94 4.08407 -0.659734 
2.94 4.08407 -0.628319 
2.94 4.08407 -0.596903 
2.94 4.08407 -0.565487 
2.94 4.08407 -0.534071 
2.94 4.08407 -0.502655 
2.98 4.08407 -0.471239 
2.98 4.08407 -0.439823 
3.02 4.08407 -0.408407 
3.02 4.08407 -0.376991 
3.06 4.08407 -0.345575 
3.1 4.08407 -0.314159 
3.14 4.08407 -0.282743 
3.14 4.08407 -0.251327 
3.18 4.08407 -0.219911 
3.22 4.08407 -0.188496 
3.26 4.08407 -0.15708 
3.3 4.08407 -0.125664 
3.3 4.08407 -0.0942478 
3.34 4.08407 -0.0628319 
3.34 4.08407 -0.0314159 
3.34 4.08407 0 
3.34 4.08407 0.0314159 
3.34 4.08407 0.0628319 
3.3 4.08407 0.0942478 
3.3 4.08407 0.125664 
3.26 4.08407 0.15708 
